ZONA,Provincia,CodigodeProvincia,Canton,CodigodeCanton,Parroquia,CodigodeParroquia,CodigoInstitucion,NombreInstitucion,TipodeEducacion,NivelEducacion,Sostenimiento,ZonaINEC,RegimenEscolar,Jurisdiccion,Modallidad,Jornada,Tenenciadelinmueble,FormaAcceso,Docentes_Femenino,Docentes_Masculino,Total_Docentes,Estudiantes_Femenino,Estudiantes_Masculino,Total_Estudiantes,Estudiantes_Docentes
ZONA 3,PASTAZA,16,PASTAZA,1601,MONTALVO (ANDOAS),160156,16H00076,REPUBLICA DE CHILE,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Aérea,0,1,1,8,7,15,15
ZONA 1,ESMERALDAS,8,ESMERALDAS,801,CRNEL. CARLOS CONCHA TORRES,80153,08H01576,ESCUELA DE EDUCACION BASICA ENRIQUE ZAMBRANO VERA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,8,9,17,17
ZONA 4,MANABI,13,MANTA,1308,MANTA,130802,13H02371,UNIDAD EDUCATIVA FISCAL MANTA,Educación Regular,EGB y Bachillerato,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,78,18,96,1100,765,1865,19.42708333
ZONA 5,SANTA ELENA,24,SANTA ELENA,2401,COLONCHE,240152,24H00089,RUMIÑAHUI,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,3,0,3,35,32,67,22.33333333
ZONA 9,PICHINCHA,17,QUITO,1701,CENTRO HISTORICO,170103,17H04285,CDIPI DULCE ALGODÓN,Educación Regular,Inicial,Particular Religioso,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,6,0,6,33,34,67,11.16666667
ZONA 8,GUAYAS,9,GUAYAQUIL,901,TARQUI,90112,09H05983,ESCUELA DE EDUCACION BASICA FISCAL BERNARDITA CORREA DELGADO,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,26,8,34,588,532,1120,32.94117647
ZONA 7,LOJA,11,LOJA,1101,VALLE,110104,11H00219,ESCUELA DE EDUCACION BASICA EMILIANO MORA,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,6,3,9,9
ZONA 1,SUCUMBIOS,21,LAGO AGRIO,2101,GENERAL FARFAN,210153,21H00222,LUIS ESTUPIÑAN LOPEZ,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,13,18,31,31
ZONA 3,CHIMBORAZO,6,RIOBAMBA,601,VELASCO,60103,06H01908,CENTRO DE EDUCACIÓN INICIAL KIDS CORNER,Educación Regular,Inicial,Particular Religioso,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,11,13,24,24
ZONA 6,AZUAY,1,CUENCA,101,VALLE,10170,01H00665,JOSE MARIA VELAZ,Popular Permanente,EGB y Bachillerato,Fiscomisional,RuralINEC,Sierra,Hispana,Semipresencial,Matutina,Prestado,Terrestre,5,4,9,58,54,112,12.44444444
ZONA 7,EL ORO,7,PORTOVELO,711,PORTOVELO,71150,07H01008,ESCUELA DE EDUCACION BASICA JOHN DEWEY,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,11,4,15,113,163,276,18.4
ZONA 2,NAPO,15,TENA,1501,TENA,150150,15H00316,CENTRO DE ALFABETIZACIÓN  SAN JACINTO,Popular Permanente,Educación Básica y Alfabetización P.P.,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Prestado,Terrestre,1,0,1,15,8,23,23
ZONA 5,GUAYAS,9,DAULE,906,DAULE,90601,09H03307,ESCUELA DE EDUCACION BASICA AURORA CRUZ CRUZ,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Cesión de derechos,Terrestre,2,0,2,27,28,55,27.5
ZONA 7,EL ORO,7,SANTA ROSA,712,SANTA ROSA,71201,07H01036,ESCUELA DE EDUCACIÓN BÁSICA DR  ALFREDO PEREZ GUERRERO,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,28,7,35,407,427,834,23.82857143
ZONA 4,MANABI,13,SAN VICENTE,1322,CANOA,132251,13H04350,19 DE JUNIO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,5,11,16,16
ZONA 7,EL ORO,7,PASAJE,709,OCHOA LEON (MATRIZ),70903,07H00813,COLEGIO DE BACHILLERATO ING JOSE CORSINO CARDENAS,Educación Regular,EGB y Bachillerato,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,19,22,41,400,474,874,21.31707317
ZONA 4,MANABI,13,SAN VICENTE,1322,SAN VICENTE,132250,13H04778,UNIDAD DE EDUCACION ESPECIALIZADA 16 DE NOVIEMBRE,Educación Especial,"Inicial, Educación Básica y Bachillerato",Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,9,0,9,24,34,58,6.444444444
ZONA 4,MANABI,13,MANTA,1308,MANTA,130802,13H05438,UNIDAD EDUCATIVA PARTICULAR NAZARET,Educación Regular,EGB y Bachillerato,Particular Religioso,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,4,8,12,46,34,80,6.666666667
ZONA 1,ESMERALDAS,8,QUININDE,804,LA UNION,80455,08H01054,ESCUELA EB REPUBLICA DE ESPAÑA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,2,0,2,25,43,68,34
ZONA 6,MORONA SANTIAGO,14,HUAMBOYA,1407,HUAMBOYA,140750,14B00170,CECIB DE EDUCACION BASICA TSEREMP,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,1,3,4,35,42,77,19.25
ZONA 3,COTOPAXI,5,PUJILI,504,GUANGAJE,50453,05B00032,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA JOSE MANUEL CHUGCHILAN,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,0,1,1,15,5,20,20
ZONA 5,BOLIVAR,2,GUARANDA,201,JULIO E. MORENO (CATANAHUAN GRANDE),20153,02H00118,EEB 2 DE AGOSTO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,9,9,18,18
ZONA 1,IMBABURA,10,IBARRA,1001,SAGRARIO,100103,10H00586,COLEGIO DE BACHILLERATO PCEI SIMON BOLIVAR,Popular Permanente,EGB y Bachillerato,Particular Laico,UrbanaINEC,Sierra,Hispana,Semipresencial,Vespertina,Arriendo,Terrestre,4,5,9,67,99,166,18.44444444
ZONA 6,AZUAY,1,CUENCA,101,SAN SEBASTIAN,10111,01H01981,CENTRO DE EDUCACIÓN INICIAL PARTICULAR PRIMEROS PASOS,Educación Regular,Inicial,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,11,0,11,35,31,66,6
ZONA 1,IMBABURA,10,PIMAMPIRO,1005,MARIANO ACOSTA,100552,10H00516,UNIDAD EDUCATIVA SILVIO LUIS HARO ALVEAR,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,11,7,18,124,146,270,15
ZONA 3,TUNGURAHUA,18,SAN PEDRO DE PELILEO,1807,PELILEO,180701,18H00506,ESCUELA DE EDUCACION BASICA AGUSTIN CONSTANTE,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,4,0,4,46,45,91,22.75
ZONA 4,MANABI,13,EL CARMEN,1304,4 DE DICIEMBRE,130402,13H05177,MARIE Y PIERRE CURIE,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Religioso,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,16,1,17,153,189,342,20.11764706
ZONA 5,BOLIVAR,2,SAN MIGUEL,205,SAN MIGUEL,20550,02H00494,ESCUELA DE EDUCACION BASICA URUGUAY,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,1,2,4,10,14,7
ZONA 5,GUAYAS,9,NARANJITO,912,NARANJITO,91250,09H04407,ESCUELA DE EDUCACION BASICA NUMANCIA JURADO DE PEREZ,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,8,1,9,91,81,172,19.11111111
ZONA 2,PICHINCHA,17,MEJIA,1703,MANUEL CORNEJO ASTORGA (TANDAPI),170355,17H03643,MIRADOR,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,0,2,2,2
ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO DE LOS TSACHILAS,2301,LUZ DE AMERICA,230153,23B00014,TSACHILA,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Bilingüe,Presencial,Matutina,Propio,Terrestre,2,2,4,31,52,83,20.75
ZONA 4,MANABI,13,PEDERNALES,1317,PEDERNALES,131750,13H03925,ILINIZA NORTE,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Arriendo,Terrestre,10,2,12,90,62,152,12.66666667
ZONA 2,PICHINCHA,17,CAYAMBE,1702,JUAN MONTALVO,170203,17B00252,CAYAMBE,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,7,3,10,43,42,85,8.5
ZONA 1,ESMERALDAS,8,ATACAMES,806,ATACAMES,80650,08H01278,UNIDAD EDUCATIVA ESTRELLA DE MAR,Educación Regular,EGB y Bachillerato,Fiscomisional,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,30,5,35,346,310,656,18.74285714
ZONA 8,GUAYAS,9,GUAYAQUIL,901,XIMENA,90114,09H02521,UNIDAD EDUCATIVA FISCAL CARLOS ESTARELLAS AVILES,Educación Regular,EGB y Bachillerato,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,"Matutina, Vesperina y Nocturna",Propio,Terrestre,50,20,70,769,748,1517,21.67142857
ZONA 4,MANABI,13,ROCAFUERTE,1312,ROCAFUERTE,131250,13H03150,ANGEL HECTOR CEDEÑO,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,5,4,9,62,58,120,13.33333333
ZONA 5,GUAYAS,9,EL TRIUNFO,909,EL TRIUNFO,90950,09H04086,ESCUELA DE EDUCACIÓN BÁSICA  ATAHUALPA,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Cesión de derechos,Terrestre,2,0,2,25,28,53,26.5
ZONA 4,MANABI,13,MANTA,1308,MANTA,130802,13H02330,UNIDAD EDUCATIVA FISCAL CAMILO PONCE ENRIQUEZ,Educación Regular,EGB y Bachillerato,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,12,5,17,199,153,352,20.70588235
ZONA 8,GUAYAS,9,GUAYAQUIL,901,PASCUALES,90115,09H00684,UNIDAD EDUCATIVA FISCAL PATRIA ECUATORIANA,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,28,5,33,423,435,858,26
ZONA 7,LOJA,11,GONZANAMA,1107,NAMBACOLA,110753,11H00987,ESCUELA DE EDUCACION BASICA ROSA DELGADO RIOFRIO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,1,2,3,3
ZONA 4,MANABI,13,PAJAN,1310,LASCANO,131054,13H02978,JORGE ICAZA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,12,13,25,25
ZONA 7,LOJA,11,LOJA,1101,TAQUIL (MIGUEL RIOFRIO),110160,11H00426,UNIDAD EDUCATIVA GUILLERMO HERRERA SANCHEZ,Educación Regular,EGB y Bachillerato,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,8,3,11,47,41,88,8
ZONA 7,LOJA,11,SARAGURO,1111,SUMAYPAMBA,111160,11H01476,ESCUELA DE EDUCACION BASICA JUANITA COLLAHUAZO PAEZ,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,3,5,8,35,27,62,7.75
ZONA 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,11H02038,CENTRO DE EDUCACIÓN INICIAL PARTICULAR EL MUNDO DE LOS NIÑOS,Educación Regular,Inicial,Particular Religioso,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,3,0,3,17,18,35,11.66666667
ZONA 4,MANABI,13,CHONE,1303,CHONE,130301,13H04893,LEADER KIDS,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Arriendo,Terrestre,8,0,8,48,69,117,14.625
ZONA 2,PICHINCHA,17,PUERTO QUITO,1709,PUERTO QUITO,170950,17H02617,PUERTO BAQUERIZO MORENO,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,3,7,10,10
ZONA 6,AZUAY,1,CUENCA,101,VALLE,10170,01H00892,ESCUELA DE EDUCACIÓN BÁSICA NICOLÁS SOJOS JARAMILLO,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,7,1,8,63,65,128,16
ZONA 6,AZUAY,1,SIGSIG,109,LUDO,10954,01H01663,"UNIDAD EDUCATIVA FISCOMISIONAL JOSE MARIA VELAZ, SJ – IRFEYAL – EXTENSION 49- A- CASHAPUGRO",Popular Permanente,EGB y Bachillerato,Fiscomisional,RuralINEC,Sierra,Hispana,Semipresencial,Matutina,Prestado,Terrestre,0,4,4,23,38,61,15.25
ZONA 3,CHIMBORAZO,6,COLTA,603,COLUMBE,60352,06B00311,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE DR. MANUEL NAULA SAGÑAY,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,9,10,19,100,109,209,11
ZONA 8,GUAYAS,9,GUAYAQUIL,901,XIMENA,90114,09H02582,ESCUELA DE EDUCACION BASICA PARTICULAR LCDA LEONOR EUGENIA MARIDUEÑA FRANCO DE ACUÑA,Educación Regular,Educación Básica,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,4,2,6,21,16,37,6.166666667
ZONA 9,PICHINCHA,17,QUITO,1701,CALDERON (CARAPUNGO),170155,17H01621,ELENA ENRIQUEZ,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscomisional,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,15,7,22,317,279,596,27.09090909
ZONA 9,PICHINCHA,17,QUITO,1701,NANEGAL,170168,17H01842,"IRFEYAL-UNIDAD EDUCATIVA FISCOMISIONAL JOSÉ MARÍA VÉLAZ, S.J.– EXTENSION EDUCATIVA N° 23D NANEGAL",Popular Permanente,EGB y Bachillerato,Fiscomisional,RuralINEC,Costa,Hispana,A Distancia,Matutina,Prestado,Terrestre,2,5,7,35,31,66,9.428571429
ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO DE LOS TSACHILAS,2301,RIO VERDE,230105,23H00185,MENOR UNIANDES,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,15,3,18,33,38,71,3.944444444
ZONA 6,AZUAY,1,PUCARA,106,PUCARA,10650,01H01553,ESCUELA DE EDUCACIÓN BÁSICA REINA DEL CISNE,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,6,8,14,14
ZONA 9,PICHINCHA,17,QUITO,1701,CARCELEN,170102,17H04289,CDI LEADERS KIDS,Educación Regular,Inicial,Particular Religioso,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,2,0,2,6,8,14,7
ZONA 6,AZUAY,1,CUENCA,101,CHAUCHA,10153,01H00563,ESCUELA DE EDUCACIÓN BÁSICA TOMAS ABAD,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,4,4,8,8
ZONA 2,NAPO,15,TENA,1501,AHUANO,150151,15H00071,GARCILAZO DE LA VEGA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,7,12,19,19
ZONA 3,PASTAZA,16,PASTAZA,1601,SIMON BOLIVAR,160162,16B00116,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA TAYU,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,1,0,1,3,4,7,7
ZONA 1,SUCUMBIOS,21,SHUSHUFINDI,2104,SHUSHUFINDI,210450,21H00508,ESCUELA DE EDUCACIÓN GENERAL BÁSICA CELIANO MONGE,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,12,13,25,25
ZONA 7,ZAMORA CHINCHIPE,19,PALANDA,1908,EL PORVENIR DEL CARMEN,190851,19H00531,ESCUELA DE EDUCACIÓN BÁSICA EMILIO CAMACHO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Prestado,Terrestre,1,0,1,3,4,7,7
ZONA 2,PICHINCHA,17,PUERTO QUITO,1709,PUERTO QUITO,170950,17H02605,EMILIANO CRESPO,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,13,12,25,25
ZONA 6,AZUAY,1,CUENCA,101,MOLLETURO,10157,01H00666,ESCUELA DE EDUCACION BASICA RIO MARAÑON,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,9,11,20,20
ZONA 3,TUNGURAHUA,18,AMBATO,1801,PILAGÜIN (PILAHÜIN),180161,18H00279,UNIDAD EDUCATIVA  PILAHUIN,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,15,4,19,206,194,400,21.05263158
ZONA 5,GUAYAS,9,DAULE,906,LOS LOJAS (ENRIQUE BAQUERIZO MORENO),90656,09H03442,ESCUELA DE EDUCACIÓN BÁSICA ALFREDO GANGOTENA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,6,5,11,11
ZONA 4,MANABI,13,JIPIJAPA,1306,SAN LORENZO DE JIPIJAPA,130603,13H01936,ANTONIO NEUMANE,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,15,1,16,180,183,363,22.6875
ZONA 5,LOS RIOS,12,QUEVEDO,1205,LA ESPERANZA,120555,12H00976,ESCUELA DE EDUCACION BASICA JACINTO MARTIN ASPIAZU PERALTA,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,19,4,23,368,406,774,33.65217391
ZONA 9,PICHINCHA,17,QUITO,1701,TURUBAMBA,170132,17H01053,CELIANO MONGE,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,62,20,82,1117,1235,2352,28.68292683
ZONA 8,GUAYAS,9,GUAYAQUIL,901,XIMENA,90114,09H02006,UNIDAD EDUCATIVA PARTICULAR BILINGUE DE LA INMACULADA,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Religioso,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,57,9,66,645,168,813,12.31818182
ZONA 7,EL ORO,7,MACHALA,701,LA PROVIDENCIA,70101,07H00074,UNIDAD EDUCATIVA PARTICULAR  ELOY ALFARO,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,14,6,20,145,190,335,16.75
ZONA 2,ORELLANA,22,ORELLANA,2201,LA BELLEZA,220158,22B00001,ANTONIO TAPUY,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,0,1,1,15,14,29,29
ZONA 8,GUAYAS,9,GUAYAQUIL,901,XIMENA,90114,09H02004,ESCUELA DE EDUCACION BASICA PARTICULAR NUEVA LUZ,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,8,0,8,145,154,299,37.375
ZONA 9,PICHINCHA,17,QUITO,1701,RUMIPAMBA,170127,17H00232,UNIDAD EDUCATIVA LICEO POLICIAL,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,63,22,85,963,1115,2078,24.44705882
ZONA 1,ESMERALDAS,8,MUISNE,803,MUISNE,80350,08H00617,ESCUELA DE  EDUCACION BASICA  CORNELIO CASTILLO BONE,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,2,0,2,21,24,45,22.5
ZONA 6,AZUAY,1,CUENCA,101,TOTORACOCHA,10113,01H01891,CENTRO DE EDUCACIÓN INICIAL MUNDO FELIZ,Educación Regular,Inicial,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,3,1,4,7,9,16,4
ZONA 8,GUAYAS,9,GUAYAQUIL,901,TARQUI,90112,09H05835,GABRIEL FERRA ARRONI,Popular Permanente,Artesanal P.P,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,"Matutina, Vesperina y Nocturna",Arriendo,Terrestre,10,0,10,236,0,236,23.6
ZONA 3,TUNGURAHUA,18,SAN PEDRO DE PELILEO,1807,GUAMBALO (HUAMBALO),180757,18H00539,ESCUELA DE EDUCACION BASICA MARIANITA DE JESUS,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,7,2,9,69,69,138,15.33333333
ZONA 5,GUAYAS,9,BALAO,903,BALAO,90350,09H02911,ESCUELA DE EDUCACION BASICA FRANCISCO MARIA ROCA,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,3,1,4,68,59,127,31.75
ZONA 5,SANTA ELENA,24,LA LIBERTAD,2402,LA LIBERTAD,240250,09H04956,UNIDAD EDUCATIVA ACADEMIA NAVAL CAPITAN LEONARDO ABAD ASTUDILLO,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,33,9,42,438,473,911,21.69047619
ZONA 1,IMBABURA,10,IBARRA,1001,SAGRARIO,100103,10H00774,CENTRO DE EDUCACION INICIAL CHISPITAS DE VIDA,Educación Regular,Inicial,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,3,0,3,20,19,39,13
ZONA 7,LOJA,11,CATAMAYO,1103,SAN PEDRO DE LA BENDITA,110353,11H00703,UNIDAD EDUCATIVA 8 DE DICIEMBRE,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,15,8,23,154,200,354,15.39130435
ZONA 7,LOJA,11,LOJA,1101,MALACATOS (VALLADOLID),110156,11H00368,CENTRO DE EDUCACION INICIAL ALEJANDRO BRAVO,Educación Regular,Inicial,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,2,0,2,19,12,31,15.5
ZONA 4,MANABI,13,SUCRE,1314,CHARAPOTO,131453,13H03472,CAMILO GALLEGOS DOMINGUEZ,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,2,1,3,40,39,79,26.33333333
ZONA 3,CHIMBORAZO,6,COLTA,603,SICALPA,60302,06H01530,UNIDAD EDUCATIVA CICALPA,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,14,14,28,200,199,399,14.25
ZONA 7,ZAMORA CHINCHIPE,19,YACUAMBI,1904,TUTUPALI,190452,19H00255,ESCUELA DE EDUCACION BASICA    SIMON BOLIVAR,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,4,2,6,6
ZONA 3,CHIMBORAZO,6,ALAUSI,602,PUMALLACTA,60257,06B00629,UNIDAD EDUCATIVA DOCTOR JUAN BENIGNO MONCAYO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Prestado,Terrestre,3,2,5,2,13,15,3
ZONA 2,ORELLANA,22,ORELLANA,2201,ALEJANDRO LABACA,220153,22H00062,ESCUELA DE EDUCACION BASICA 11 DE JUNIO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Comodato,Terrestre,0,1,1,3,7,10,10
ZONA 5,GUAYAS,9,SAN JACINTO DE YAGUACHI,920,YAGUACHI VIEJO (CONE),92055,09H05023,UNIDAD EDUCATIVA 19 DE AGOSTO,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Costa,Hispana,Presencial,"Matutina, Vesperina y Nocturna",Propio,Terrestre,28,9,37,464,477,941,25.43243243
ZONA 3,PASTAZA,16,MERA,1602,MADRE TIERRA,160251,16B00206,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA GUILLERMO SANTI,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,2,0,2,9,21,30,15
ZONA 9,PICHINCHA,17,QUITO,1701,CENTRO HISTORICO,170103,17H00823,FEDERICO GONZALEZ SUAREZ,Educación Regular,EGB y Bachillerato,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Nocturna,Prestado,Terrestre,5,7,12,86,104,190,15.83333333
